EGolden_SWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
328,8.79E-71,2.15E-37,9.85E-26,2.17E-29,28.36787419,0,0.000757157,-12275.90048,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217258,0.000852148,-1.03162528,0.398002233,3.000227818,-3.859157262,-3.223130289,-10.11037355,-10.34228682,-10.47303043
329,8.21E-71,1.80E-37,9.84E-26,9.58E-30,28.36787419,0,0.000747415,-12277.29426,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217258,0.000852099,-1.03162528,0.39800168,3.000227818,-3.859190358,-3.224314617,-10.11082891,-10.34233147,-10.47448084
330,6.22E-72,9.83E-38,9.84E-26,9.13E-30,28.36787419,0,0.000747339,-12277.78364,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217258,0.000852026,-1.03162528,0.398001396,3.000227817,-3.859192536,-3.2243404,-10.1111809,-10.34233147,-10.47517109
331,1.40E-72,7.44E-38,9.84E-26,1.27E-30,28.36787419,0,0.000747339,-12278.3308,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217258,0.000851936,-1.031625633,0.398001396,3.000227724,-3.85919447,-3.224356927,-10.11118716,-10.34293575,-10.47597688
332,5.98E-73,6.05E-38,9.84E-26,4.10E-31,28.36787419,0,0.000747339,-12279.21303,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434217258,0.000851811,-1.031625702,0.398001379,3.000225827,-3.859198289,-3.224366792,-10.11395723,-10.3435604,-10.47663132
333,2.05E-73,2.98E-38,9.84E-26,3.09E-31,28.36787419,0,0.000747339,-12279.41939,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434216071,0.000851811,-1.031625702,0.398000111,3.000219223,-3.859207251,-3.224405819,-10.11496248,-10.34365852,-10.47822543
334,3.65E-74,3.71E-39,9.84E-26,3.09E-31,28.36787418,0,0.000747339,-12280.49391,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434216071,0.000851802,-1.031625702,0.397995666,3.000205162,-3.859219659,-3.224429906,-10.11509232,-10.34365852,-10.47842469
335,9.84E-75,3.16E-40,9.84E-26,1.33E-31,28.36787418,0,0.000747339,-12280.62418,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434216071,0.000851745,-1.031625961,0.397994862,3.000203957,-3.859244741,-3.224444195,-10.11509232,-10.34365852,-10.47865065
336,3.83E-75,2.13E-40,9.84E-26,1.16E-31,28.36787417,0,0.000729141,-12280.89188,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434216038,0.000851744,-1.031625989,0.397993333,3.000203818,-3.859247106,-3.224536406,-10.11638354,-10.34387528,-10.47868877
337,1.79E-75,4.46E-41,9.84E-26,1.12E-31,28.36787417,0,0.000729141,-12281.46485,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434216038,0.000851719,-1.031626017,0.397989232,3.000203818,-3.859274351,-3.224588319,-10.11664768,-10.34587511,-10.4794301
338,8.97E-76,2.69E-41,5.04E-26,6.32E-32,28.36787417,0,0.000721155,-12282.037,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421573,0.000851664,-1.031626017,0.397989125,3.000203818,-3.859276966,-3.224617651,-10.11692861,-10.34587804,-10.4796757
339,6.31E-76,1.36E-41,2.56E-26,1.28E-32,28.36787417,0,0.000721155,-12282.12722,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215729,0.000851664,-1.031626017,0.397988196,3.000203818,-3.859290007,-3.224650016,-10.11701503,-10.34625365,-10.48039751
340,3.52E-77,8.91E-42,2.56E-26,5.60E-33,28.36787417,0,0.000721155,-12284.45309,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215717,0.000851618,-1.031626017,0.397987947,3.000203818,-3.85930819,-3.224671163,-10.11709538,-10.34626182,-10.48086104
341,1.16E-77,6.49E-42,2.56E-26,2.52E-34,28.36787417,0,0.000721155,-12284.61592,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215717,0.000851618,-1.031626027,0.397983979,3.000203278,-3.859309145,-3.224706567,-10.11709538,-10.34627274,-10.48127056
342,2.16E-78,2.68E-42,2.56E-26,2.52E-34,28.36787416,0,0.000721155,-12287.77797,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215717,0.000851617,-1.031626027,0.397983979,3.000199478,-3.859334014,-3.224757695,-10.11710319,-10.34654939,-10.48127056
343,8.79E-80,2.31E-42,2.56E-26,2.52E-34,28.36787416,0,0.000718056,-12287.83874,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215717,0.000851489,-1.031626198,0.397981514,3.000199438,-3.859341213,-3.224793268,-10.1172043,-10.34671655,-10.48184133
344,3.44E-80,1.33E-42,2.56E-26,2.44E-34,28.36787416,0,0.000718056,-12287.94776,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215682,0.000851486,-1.03162621,0.397976451,3.000199438,-3.85934426,-3.224811843,-10.11721542,-10.34672011,-10.48208933
345,1.88E-80,9.06E-43,2.56E-26,2.38E-34,28.36787416,0,0.000718056,-12288.54963,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215682,0.000851485,-1.031626237,0.397975785,3.000199438,-3.859362228,-3.224813675,-10.11738216,-10.34677466,-10.48209772
346,3.11E-81,6.70E-43,1.49E-28,6.53E-35,28.36787416,0,0.000718056,-12288.61407,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421568,0.000851482,-1.031626364,0.397975785,3.000198068,-3.859377192,-3.224825628,-10.11739428,-10.34697212,-10.48262312
347,1.22E-82,4.80E-43,1.47E-31,4.64E-35,28.36787416,0,0.000718056,-12289.46289,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215591,0.000851482,-1.031626364,0.397974347,3.000198068,-3.859377192,-3.224867882,-10.11740011,-10.34767013,-10.48352817
348,4.86E-83,3.12E-43,1.47E-31,2.56E-35,28.36787416,0,0.00070867,-12289.664,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215591,0.000851463,-1.031626382,0.397973136,3.000198067,-3.859379325,-3.224882954,-10.11785456,-10.34817559,-10.48392778
349,2.82E-83,1.66E-43,4.44E-32,1.53E-35,28.36787416,0,0.00070867,-12290.2339,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215582,0.000851463,-1.03162639,0.397972928,3.000198067,-3.859384598,-3.224921687,-10.11789363,-10.34834156,-10.48397704
350,8.11E-84,7.16E-44,3.90E-32,1.15E-35,28.36787416,0,0.000704191,-12291.26517,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215582,0.000851463,-1.031626396,0.397972465,3.000197998,-3.85938478,-3.224944488,-10.11807079,-10.34848497,-10.48398128
351,5.22E-84,5.55E-44,2.98E-32,9.39E-36,28.36787415,0,0.000704191,-12292.44047,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421558,0.000851381,-1.031626406,0.397970852,3.000196395,-3.859388255,-3.225013578,-10.11807119,-10.34855483,-10.48414293
352,1.62E-84,2.74E-44,2.19E-33,7.94E-36,28.36787415,0,0.000704191,-12293.41087,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215577,0.000851341,-1.031626406,0.397968756,3.000196294,-3.859389613,-3.225025802,-10.1181441,-10.34867985,-10.48455383
353,3.74E-85,2.43E-44,8.10E-34,6.74E-36,28.36787415,0,0.000690082,-12294.14812,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215103,0.000851314,-1.031626507,0.397967728,3.000196288,-3.859391037,-3.225115088,-10.11833699,-10.34898046,-10.48530398
354,2.27E-85,1.86E-44,8.10E-34,5.22E-36,28.36787415,0,0.000690082,-12295.07212,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215081,0.000851299,-1.031626507,0.397965316,3.000196288,-3.859392903,-3.225145422,-10.11849568,-10.34957839,-10.48543091
355,3.76E-86,9.62E-45,8.07E-34,2.65E-36,28.36787415,0,0.000690082,-12295.33685,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215041,0.000851295,-1.031626539,0.397964741,3.000183155,-3.859399015,-3.225145997,-10.11857205,-10.35084684,-10.48543091
356,1.30E-86,7.67E-45,8.06E-34,2.31E-37,28.36787415,0,0.000690082,-12296.72134,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421504,0.000851258,-1.03162655,0.397964254,3.000183155,-3.859416601,-3.225246633,-10.11858744,-10.35084684,-10.48544213
357,2.30E-87,3.41E-45,2.50E-34,5.07E-38,28.36787415,0,0.000685467,-12297.16439,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421504,0.000851196,-1.031626553,0.39796031,3.000183155,-3.859454008,-3.225349361,-10.11859038,-10.350904,-10.48552579
358,1.96E-87,1.58E-45,4.16E-36,5.04E-38,28.36787415,0,0.000685467,-12297.5186,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421504,0.000851189,-1.031626583,0.397960256,3.000183044,-3.859457357,-3.225416271,-10.1186779,-10.350904,-10.48575236
359,1.21E-87,9.67E-46,2.26E-37,3.98E-38,28.36787415,0,0.000685467,-12297.91445,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215034,0.000851181,-1.031626583,0.397956643,3.000183044,-3.859466043,-3.225442146,-10.11888721,-10.35090813,-10.48587721
360,1.09E-87,3.01E-46,4.89E-38,2.82E-38,28.36787415,0,0.000685467,-12298.51148,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215034,0.000850901,-1.031626583,0.397955094,3.000183,-3.859466043,-3.225460298,-10.11917096,-10.35120017,-10.48590311
361,8.70E-88,1.18E-46,4.87E-38,2.78E-38,28.36787415,0,0.000680611,-12298.56682,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215034,0.00085065,-1.031626583,0.397954988,3.000178054,-3.85946945,-3.225490978,-10.11933493,-10.35184805,-10.4860182
362,3.51E-88,1.01E-46,4.87E-38,7.41E-39,28.36787415,0,0.000680611,-12301.21328,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215034,0.000850587,-1.031626627,0.397954784,3.000177166,-3.859471037,-3.2255031,-10.11933493,-10.35185526,-10.48664626
363,2.33E-88,8.06E-47,1.84E-38,6.17E-39,28.36787415,0,0.000680611,-12304.14544,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215034,0.000850583,-1.03162663,0.397954784,3.000177166,-3.859473443,-3.225578601,-10.1195203,-10.35187936,-10.48664626
364,1.68E-88,2.12E-47,1.52E-39,4.38E-39,28.36787415,0,0.000680611,-12304.22105,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215034,0.000850564,-1.031626725,0.397954469,3.000176399,-3.859473495,-3.225591315,-10.11990038,-10.35193267,-10.48722361
365,1.02E-88,1.41E-47,1.32E-40,3.36E-39,28.36787415,0,0.000680611,-12304.96172,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215024,0.000850415,-1.031626773,0.397953841,3.000176377,-3.859560197,-3.225595906,-10.11991385,-10.35193267,-10.48758633
366,6.77E-89,1.16E-47,6.31E-41,1.00E-39,28.36787415,0,0.000680611,-12304.974,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215024,0.000850122,-1.031626786,0.397953639,3.000176366,-3.85958944,-3.225658188,-10.12007689,-10.35248586,-10.48767349
367,4.79E-89,1.02E-47,6.01E-41,7.16E-40,28.36787415,0,0.000678029,-12305.62976,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434215024,0.000850044,-1.031626786,0.397946318,3.000175662,-3.859609534,-3.225868566,-10.12034306,-10.35280931,-10.48782008
368,2.75E-89,8.34E-48,4.24E-41,6.84E-40,28.36787414,0,0.000678029,-12305.71446,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214861,0.000850041,-1.031626791,0.397945756,3.000175662,-3.85961629,-3.225894957,-10.12035505,-10.35280931,-10.48785364
369,3.63E-90,6.27E-48,4.01E-41,6.15E-40,28.36787414,0,0.000678029,-12305.71446,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214861,0.000849959,-1.031626791,0.397945756,3.000175662,-3.859626459,-3.225903973,-10.12041378,-10.35339576,-10.4880912
370,2.90E-90,5.88E-48,4.00E-41,5.56E-40,28.36787414,0,0.000678029,-12305.72008,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214861,0.000849942,-1.031626791,0.397945756,3.000173969,-3.859626784,-3.225912431,-10.12061749,-10.35339577,-10.48838079
371,2.06E-92,5.75E-48,4.00E-41,5.56E-40,28.36787414,0,0.000678029,-12306.05183,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421486,0.00084986,-1.031626791,0.397945756,3.000172559,-3.859648574,-3.225932658,-10.12116879,-10.35353816,-10.48838643
372,7.52E-93,4.88E-48,3.99E-41,5.40E-40,28.36787414,0,0.000678029,-12306.34855,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421486,0.000849859,-1.031626793,0.397944688,3.000172559,-3.859648745,-3.225960711,-10.1211921,-10.35353905,-10.48839797
373,3.77E-93,2.13E-48,1.61E-41,4.02E-40,28.36787414,0,0.000659975,-12307.32914,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214858,0.000849768,-1.031626852,0.397944677,3.000172436,-3.85966412,-3.226041097,-10.12124795,-10.35409503,-10.48885187
374,1.16E-93,2.84E-49,1.32E-41,2.12E-40,28.36787414,0,0.000659975,-12307.34496,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214858,0.000849768,-1.031626878,0.39794465,3.000167273,-3.859667631,-3.226136673,-10.12134607,-10.35410364,-10.48906658
375,3.14E-94,2.39E-49,1.26E-41,1.07E-40,28.36787414,0,0.00065605,-12307.71239,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214858,0.000849757,-1.03162688,0.39794465,3.000167268,-3.859671311,-3.226228281,-10.12144792,-10.35630708,-10.48906658
376,2.80E-94,1.37E-49,1.24E-41,5.14E-41,28.36787414,0,0.000655777,-12308.22592,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214852,0.000849755,-1.03162688,0.397944517,3.000166177,-3.859678777,-3.226229492,-10.12144803,-10.35647888,-10.48969926
377,1.16E-94,6.53E-50,1.03E-41,2.33E-41,28.36787414,0,0.000640347,-12310.97608,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214852,0.000849727,-1.03162688,0.397944427,3.000165185,-3.859678821,-3.226331261,-10.12144803,-10.35693458,-10.48970645
378,5.56E-95,5.57E-50,1.59E-42,1.23E-41,28.36787414,0,0.000627005,-12311.00258,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214848,0.000832964,-1.03162688,0.397944098,3.000164498,-3.859679851,-3.226382545,-10.12153537,-10.35701168,-10.49118859
379,8.86E-97,3.16E-50,6.82E-45,1.22E-41,28.36787414,0,0.000576494,-12311.26938,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434214844,0.000832958,-1.03162688,0.397943525,3.000155648,-3.859687725,-3.226442774,-10.12155206,-10.35715772,-10.49120065
380,7.38E-97,2.59E-50,5.50E-45,6.01E-42,28.36787414,0,0.000576494,-12311.90364,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.43421484,0.000832912,-1.031626882,0.397940865,3.000155637,-3.859754913,-3.226556311,-10.12167038,-10.3575414,-10.49138015
381,4.34E-97,2.44E-50,5.45E-45,4.45E-42,28.36787414,0,0.000565159,-12311.98797,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434212696,0.00083288,-1.031626894,0.397940822,3.000155637,-3.859757696,-3.226708584,-10.12218201,-10.35796884,-10.49147205
382,2.14E-97,1.02E-50,2.13E-45,3.89E-42,28.36787414,0,0.000562218,-12312.03721,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434209878,0.000832833,-1.031626895,0.397938804,3.000155637,-3.859780345,-3.226720256,-10.12218286,-10.35801644,-10.49158154
383,3.65E-98,7.14E-51,1.30E-45,3.73E-42,28.36787414,0,0.000562218,-12312.07437,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434207651,0.000832811,-1.031626895,0.397938678,3.000155637,-3.859785783,-3.226757945,-10.12218543,-10.35811966,-10.492319
384,2.21E-98,2.70E-51,1.26E-45,3.72E-42,28.36787414,0,0.000562218,-12313.22224,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434207651,0.000832783,-1.031626896,0.397938678,3.000155533,-3.859853164,-3.226843339,-10.12245482,-10.35869523,-10.4935732
385,1.90E-98,1.93E-51,1.23E-45,1.30E-42,28.36787414,0,0.000562218,-12313.47702,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434207651,0.000832687,-1.031626945,0.397937573,3.000152012,-3.859878962,-3.226982154,-10.12245582,-10.35869927,-10.49473361
386,1.35E-98,7.52E-52,1.20E-45,2.72E-43,28.36787414,0,0.000562142,-12313.56317,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204811,0.000832652,-1.031626948,0.397936919,3.000151199,-3.859880524,-3.227012674,-10.12249067,-10.35871635,-10.49473552
387,8.97E-99,2.47E-52,1.19E-45,1.05E-43,28.36787414,0,0.000562142,-12314.07627,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204804,0.000832645,-1.031626961,0.397935658,3.000151199,-3.859888314,-3.227028359,-10.12261365,-10.35885979,-10.49504732
388,3.51E-99,9.22E-53,1.12E-45,7.37E-44,28.36787414,0,0.000562142,-12314.38007,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204803,0.000832645,-1.031626968,0.397935658,3.000151174,-3.859898067,-3.227063968,-10.1226266,-10.35892967,-10.49530553
389,1.14E-99,7.94E-53,1.09E-45,1.69E-44,28.36787414,0,0.000562142,-12314.42994,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204671,0.00083261,-1.031627007,0.397935658,3.000151174,-3.859903389,-3.227208237,-10.12296164,-10.35893412,-10.49605598
390,3.80E-101,6.69E-53,1.08E-45,1.05E-44,28.36787414,0,0.000562142,-12315.29007,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204671,0.000832598,-1.031627007,0.397935512,3.000150597,-3.859926837,-3.227212875,-10.12296164,-10.36042452,-10.496072
391,1.79E-101,5.01E-53,1.07E-45,4.71E-45,28.36787414,0,0.000562142,-12315.3359,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204389,0.000832592,-1.031627013,0.39793549,3.000150498,-3.859933301,-3.227235873,-10.12296164,-10.36044002,-10.49617821
392,1.07E-101,4.20E-53,1.03E-45,1.97E-45,28.36787414,0,0.000562142,-12315.66931,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204389,0.000832408,-1.031627061,0.397934904,3.000150498,-3.859936285,-3.227285691,-10.12296725,-10.3605924,-10.49665053
393,1.03E-102,3.74E-53,1.00E-45,1.26E-45,28.36787414,0,0.000556189,-12316.17088,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204389,0.000832404,-1.031627069,0.397934166,3.000148997,-3.859937199,-3.22729024,-10.12297586,-10.36140595,-10.49671072
394,5.90E-103,1.20E-53,9.99E-46,1.08E-45,28.36787414,0,0.000556189,-12316.52651,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434204359,0.000832382,-1.03162708,0.397932868,3.000148997,-3.85994516,-3.227306941,-10.12297586,-10.36153055,-10.49719035
395,4.87E-103,9.97E-54,9.95E-46,6.88E-46,28.36787414,0,0.000556189,-12316.52651,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434203995,0.000809867,-1.03162708,0.397932868,3.000148997,-3.859947847,-3.227312512,-10.1230284,-10.36161494,-10.497347
396,2.23E-103,6.01E-54,5.07E-46,5.47E-46,28.36787414,0,0.000556189,-12321.04699,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434203948,0.000796645,-1.03162708,0.397932675,3.00014889,-3.859953578,-3.227356154,-10.1230284,-10.36248204,-10.49794138
397,1.22E-103,5.48E-54,3.67E-46,3.50E-46,28.36787414,0,0.000555778,-12321.46882,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434203948,0.000794698,-1.031627091,0.397932392,3.000148464,-3.859955185,-3.227368288,-10.12302976,-10.36290726,-10.49795746
398,5.64E-104,2.68E-54,3.56E-46,1.35E-46,28.36787414,0,0.000553608,-12321.51838,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434203946,0.000794668,-1.031627105,0.397931971,3.000148464,-3.86026229,-3.22738667,-10.1230603,-10.36300983,-10.4990782
399,2.60E-104,1.68E-54,2.44E-46,7.00E-47,28.36787414,0,0.000553353,-12322.01601,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434203946,0.00079391,-1.031627117,0.397931171,3.000148464,-3.860276346,-3.227394734,-10.12306159,-10.36301737,-10.49923149
400,1.44E-104,1.52E-54,1.55E-46,4.96E-47,28.36787414,0,0.000553353,-12324.03763,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434203921,0.00078822,-1.031627118,0.397931021,3.000147956,-3.860429433,-3.227639994,-10.12306733,-10.36361186,-10.50159239
401,8.82E-105,1.08E-54,1.52E-46,1.98E-47,28.36787414,0,0.000553353,-12326.0498,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.434203921,0.000749829,-1.031627118,0.397930808,3.000146948,-3.860450972,-3.22769543,-10.12306733,-10.36411665,-10.50163164
402,3.31E-106,1.03E-54,1.52E-46,1.96E-47,28.36787414,0,0.000553353,-12326.06647,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.423554446,0.00074932,-1.031627121,0.397930746,3.000146939,-3.860468388,-3.227696771,-10.12310242,-10.36511786,-10.50274193
403,2.39E-106,4.75E-55,1.50E-46,1.94E-47,28.36787414,0,0.000553353,-12327.54121,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.423554446,0.000747976,-1.031627141,0.397930589,3.000146939,-3.860483701,-3.227757126,-10.12324418,-10.36512003,-10.50294957
404,1.21E-106,2.66E-55,6.57E-47,1.93E-47,28.36787414,0,0.000549614,-12328.09266,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.423554446,0.000745736,-1.031627157,0.397929864,3.000146939,-3.860502961,-3.227804076,-10.12324763,-10.3651969,-10.50425397
405,9.75E-107,1.40E-55,1.32E-47,1.90E-47,28.36787414,0,0.000543673,-12328.37706,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.423554443,0.000745697,-1.031627182,0.397929849,3.000146939,-3.860507098,-3.227866607,-10.12334161,-10.36607257,-10.50431758
406,7.54E-107,5.68E-56,1.24E-47,5.97E-48,28.36787414,0,0.000543673,-12329.71589,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.422767096,0.00074547,-1.031627226,0.397929849,3.000145098,-3.860507098,-3.227871799,-10.12336183,-10.36656924,-10.50432087
407,5.61E-107,5.46E-56,1.19E-47,1.55E-48,28.36787414,0,0.000543673,-12330.0933,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.422767096,0.000745389,-1.031627285,0.39792965,3.000143961,-3.860516276,-3.227964392,-10.12352125,-10.36748726,-10.50441625
408,2.17E-107,4.27E-56,1.19E-47,1.51E-48,28.36787414,0,0.000539634,-12330.31925,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.422767096,0.000745343,-1.031627293,0.39792965,3.000143961,-3.860522042,-3.228080346,-10.12429278,-10.367554,-10.50461782
409,1.91E-107,3.25E-56,1.18E-47,8.41E-49,28.36787414,0,0.000539634,-12330.90627,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.422767096,0.000745316,-1.031627296,0.39792965,3.000143961,-3.860530799,-3.228095593,-10.12447898,-10.36785454,-10.50462296
410,1.41E-107,3.09E-56,1.18E-47,5.72E-49,28.36787414,0,0.000539634,-12331.25487,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.420375042,0.000745295,-1.031627296,0.397929537,3.000142545,-3.860534101,-3.228098217,-10.12455342,-10.3678564,-10.50462296
411,4.97E-108,1.76E-56,2.64E-48,4.79E-49,28.36787414,0,0.000535559,-12331.27726,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.420227325,0.000745295,-1.0316273,0.397928094,3.000142545,-3.860557255,-3.22818299,-10.12475082,-10.36802186,-10.50464667
412,3.70E-108,1.48E-56,2.62E-48,3.51E-49,28.36787414,0,0.000535559,-12331.30798,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.420227325,0.000745286,-1.0316273,0.397927464,3.000140562,-3.860559222,-3.22819212,-10.12521518,-10.36818355,-10.50491051
413,2.57E-108,1.20E-56,2.09E-48,2.09E-49,28.36787414,0,0.000535559,-12331.59596,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418659752,0.000745258,-1.031627303,0.397927254,3.000139748,-3.860560143,-3.228207171,-10.1252467,-10.36837166,-10.50510881
414,1.71E-108,7.65E-57,2.07E-48,2.08E-49,28.36787414,0,0.000535559,-12331.60012,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418659745,0.000745258,-1.031627333,0.39792725,3.000139748,-3.860560235,-3.228219367,-10.12531346,-10.36841475,-10.50530705
415,1.45E-108,3.65E-57,1.24E-48,1.89E-49,28.36787414,0,0.000535559,-12336.80282,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418659745,0.000745256,-1.031627337,0.397926731,3.000139609,-3.860573365,-3.228254342,-10.12531914,-10.36841475,-10.5053195
416,5.80E-110,1.79E-59,5.21E-49,1.71E-49,28.36787414,0,0.000535559,-12337.27041,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548773,0.00074516,-1.031627337,0.397926655,3.000139552,-3.860591252,-3.228301263,-10.12546607,-10.36887859,-10.50534375
417,1.64E-114,1.06E-59,3.51E-49,1.66E-49,28.36787414,0,0.000535559,-12337.62994,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548773,0.000745159,-1.031627338,0.397925964,3.000139552,-3.860610931,-3.228332135,-10.12552716,-10.36900902,-10.50536392
418,3.84E-115,7.06E-60,3.32E-49,1.64E-49,28.36787414,0,0.000535559,-12337.81356,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548773,0.000745158,-1.031627338,0.397925964,3.000138309,-3.860612144,-3.228390709,-10.12566001,-10.36911888,-10.50539846
419,3.79E-115,5.69E-60,3.31E-49,1.47E-49,28.36787414,0,0.000532605,-12337.90097,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548771,0.000745158,-1.03162737,0.397925751,3.000138244,-3.86061674,-3.228523384,-10.1257316,-10.36912539,-10.50539846
420,2.63E-115,3.22E-60,3.05E-49,1.08E-49,28.36787414,0,0.000532605,-12338.08166,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548771,0.000745137,-1.03162737,0.397925748,3.000137953,-3.860620982,-3.22854783,-10.12579691,-10.36921884,-10.50541538
421,2.13E-115,2.22E-60,2.82E-49,7.34E-50,28.36787414,0,0.000532605,-12338.22218,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548771,0.000745135,-1.031627398,0.397925748,3.000137953,-3.860625192,-3.228593817,-10.12595291,-10.36935205,-10.50587104
