EGolden_SWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
422,1.21E-115,1.92E-60,1.97E-49,5.58E-50,28.36787414,0,0.00053207,-12338.47809,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548769,0.000745135,-1.031627416,0.397925153,3.000137951,-3.860643371,-3.228601454,-10.12651343,-10.36938002,-10.50589064
423,8.46E-116,1.15E-60,4.12E-50,2.21E-50,28.36787414,0,0.000531708,-12338.5835,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548769,0.000745133,-1.031627463,0.397925103,3.000137951,-3.86065011,-3.228643944,-10.12663133,-10.36997307,-10.50607504
424,8.10E-116,3.08E-61,1.18E-50,1.20E-50,28.36787414,0,0.000531708,-12340.31409,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548769,0.000745133,-1.031627463,0.397925103,3.000132439,-3.860651823,-3.228701921,-10.12666391,-10.36999647,-10.50608417
425,2.81E-116,2.50E-61,1.15E-50,2.96E-51,28.36787414,0,0.000531708,-12340.32247,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548769,0.000744623,-1.031627466,0.397925103,3.000119286,-3.860657706,-3.228727734,-10.12669523,-10.37046671,-10.50608417
426,1.00E-116,2.09E-61,1.14E-50,2.29E-51,28.36787414,0,0.000531708,-12341.22882,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418548664,0.000744607,-1.031627471,0.397924702,3.000119286,-3.860666576,-3.228750093,-10.12682929,-10.37066965,-10.50609803
427,8.68E-117,1.62E-61,1.11E-50,1.80E-51,28.36787414,0,0.0005141,-12342.13779,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491713,0.000744606,-1.03162748,0.397923946,3.000119286,-3.860697098,-3.22878529,-10.12685624,-10.37068699,-10.50610213
428,5.34E-117,9.11E-62,1.11E-50,1.25E-51,28.36787414,0,0.0005141,-12342.35681,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491713,0.000744441,-1.031627486,0.397923322,3.000119286,-3.860725603,-3.228842485,-10.12685644,-10.37163485,-10.50610213
429,5.11E-117,7.81E-62,3.09E-51,1.15E-51,28.36787414,0,0.0005141,-12342.46796,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491713,0.00074439,-1.031627486,0.397923089,3.000118963,-3.860732709,-3.228985572,-10.12714407,-10.37192127,-10.50624005
430,4.99E-118,6.43E-62,3.00E-51,2.98E-52,28.36787414,0,0.0005141,-12342.9091,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491713,0.000744341,-1.031627486,0.397922994,3.000118881,-3.860732709,-3.229064954,-10.12716948,-10.37192139,-10.50624423
431,5.99E-119,5.37E-62,2.78E-51,1.79E-52,28.36787414,0,0.0005141,-12343.6957,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491713,0.000744341,-1.031627498,0.397922994,3.000118881,-3.860760197,-3.229101205,-10.12740812,-10.37192207,-10.50635538
432,2.56E-119,4.23E-62,2.77E-51,1.26E-52,28.36787414,0,0.000499527,-12343.99723,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491713,0.000744304,-1.031627521,0.397922994,3.000113288,-3.860761665,-3.229112826,-10.12755465,-10.3720405,-10.5064147
433,4.88E-120,2.85E-62,2.08E-51,1.15E-52,28.36787414,0,0.000499527,-12344.34454,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491706,0.000744294,-1.031627522,0.397921458,3.000112942,-3.860761929,-3.229147285,-10.12784667,-10.37238574,-10.50655664
434,1.16E-120,2.57E-62,2.05E-51,1.04E-52,28.36787414,0,0.000499527,-12345.20464,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418491705,0.000744269,-1.031627524,0.397921044,3.000112942,-3.860781599,-3.229195153,-10.12787708,-10.37281202,-10.50662428
435,6.75E-121,2.20E-62,2.04E-51,7.51E-53,28.36787414,0,0.000483609,-12345.26693,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418431605,0.000744268,-1.031627524,0.397920716,3.00011076,-3.860782105,-3.229237697,-10.12801558,-10.37346502,-10.50667072
436,7.63E-122,1.52E-63,2.04E-51,7.09E-53,28.36787413,0,0.000477602,-12345.34721,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418431605,0.000744264,-1.031627524,0.397920461,3.000110429,-3.860821486,-3.22926734,-10.12850748,-10.37347862,-10.50692262
437,1.79E-122,4.50E-64,2.03E-51,6.94E-53,28.36787413,0,0.000466119,-12345.37063,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418431605,0.000744264,-1.031627524,0.397920284,3.000110255,-3.860869439,-3.229273102,-10.12852758,-10.37366956,-10.50759373
438,3.76E-123,3.07E-64,2.03E-51,6.94E-53,28.36787413,0,0.000466119,-12345.42128,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418431605,0.00074426,-1.031627532,0.397917739,3.000110255,-3.860872982,-3.229383089,-10.1285603,-10.37373439,-10.50759533
439,2.14E-123,2.00E-64,5.62E-52,6.50E-53,28.36787413,0,0.000466119,-12345.44494,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418431605,0.000744258,-1.031627532,0.397917739,3.00010529,-3.860873061,-3.229394767,-10.12896273,-10.37413651,-10.50785992
440,4.03E-124,1.02E-64,5.23E-52,6.18E-53,28.36787413,0,0.000466119,-12345.51608,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418431602,0.000744251,-1.031627533,0.397916407,3.00010529,-3.860957827,-3.229415976,-10.12897436,-10.3742441,-10.50819235
441,9.04E-126,5.93E-65,5.11E-52,1.46E-53,28.36787413,0,0.000466119,-12346.01278,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.418323372,0.000744211,-1.031627545,0.397916257,3.000105287,-3.860961995,-3.229431549,-10.12901267,-10.37425274,-10.50819401
442,9.46E-127,5.28E-65,4.84E-52,1.08E-53,28.36787413,0,0.00046077,-12346.04472,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417914398,0.000744196,-1.031627547,0.397914211,3.000102433,-3.860968473,-3.229451248,-10.12904195,-10.37434597,-10.50848638
443,5.41E-127,4.72E-65,4.84E-52,8.20E-54,28.36787413,0,0.000452744,-12346.09575,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417914398,0.000744148,-1.031627547,0.397914184,3.000102397,-3.860971551,-3.229465695,-10.12904303,-10.37435074,-10.50849761
444,2.72E-127,4.12E-65,4.80E-52,1.06E-54,28.36787413,0,0.000452744,-12346.10583,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417914398,0.000744104,-1.031627567,0.397913902,3.000102397,-3.861074388,-3.22948785,-10.12906437,-10.37435076,-10.50862718
445,6.75E-128,3.81E-65,4.79E-52,7.69E-55,28.36787413,0,0.000452744,-12346.41184,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417914398,0.000744091,-1.031627597,0.39791353,3.000102265,-3.86118021,-3.229518948,-10.1291887,-10.3744319,-10.51004803
446,1.18E-128,3.34E-65,4.69E-52,4.61E-55,28.36787413,0,0.000436664,-12346.46979,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417914398,0.000744084,-1.031627615,0.397913096,3.000102265,-3.861195539,-3.229535248,-10.1291887,-10.37443255,-10.51004803
447,2.49E-129,2.61E-65,4.67E-52,2.04E-55,28.36787413,0,0.000428345,-12346.59094,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417914391,0.000744076,-1.031627617,0.397912649,3.000102202,-3.861196121,-3.229566601,-10.12920459,-10.3744524,-10.5102583
448,9.08E-130,2.33E-65,4.61E-52,9.77E-56,28.36787413,0,0.000428345,-12346.67343,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417914391,0.000744072,-1.031627654,0.397912555,3.000102202,-3.861208865,-3.229603395,-10.12923706,-10.37445354,-10.51034734
449,5.17E-132,5.82E-66,4.59E-52,5.75E-56,28.36787413,0,0.000428345,-12346.67656,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906963,0.000744063,-1.031627654,0.397911964,3.000101919,-3.861215051,-3.229603849,-10.12924207,-10.37471454,-10.51038619
450,3.02E-132,2.59E-66,4.46E-52,2.90E-56,28.36787413,0,0.000428345,-12346.70552,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906963,0.000744051,-1.031627654,0.397908656,3.000101773,-3.86122654,-3.229614847,-10.12925058,-10.37493205,-10.51048372
451,1.55E-132,1.06E-66,4.97E-53,2.63E-56,28.36787413,0,0.000428345,-12346.86996,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906963,0.000744041,-1.031627659,0.397908649,3.000101773,-3.86123172,-3.22964751,-10.12930664,-10.3754081,-10.51078357
452,7.16E-133,3.54E-67,2.31E-53,1.05E-56,28.36787413,0,0.000422583,-12347.19189,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906962,0.00074403,-1.031627683,0.397908649,3.000100564,-3.861251974,-3.229671006,-10.12931002,-10.37541255,-10.5109246
453,4.73E-133,3.07E-67,2.25E-53,7.53E-57,28.36787413,0,0.000422583,-12347.25591,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906962,0.000743999,-1.031627683,0.397908648,3.000100564,-3.861255574,-3.229700011,-10.12943641,-10.37558985,-10.51120893
454,3.91E-133,2.09E-68,2.23E-53,5.19E-57,28.36787413,0,0.000418915,-12347.28385,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.41790696,0.000743989,-1.031627688,0.397908614,3.000099301,-3.86128085,-3.229748553,-10.13006865,-10.37566994,-10.51124088
455,5.90E-134,1.01E-68,2.20E-53,4.67E-57,28.36787413,0,0.000418095,-12347.38252,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.41790696,0.000743981,-1.031627691,0.397908585,3.000099252,-3.861350093,-3.229851336,-10.1302881,-10.37587285,-10.51162463
456,3.37E-134,6.23E-69,2.20E-53,4.33E-57,28.36787413,0,0.000418095,-12347.4438,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.41790696,0.000743918,-1.031627691,0.397908299,3.000096286,-3.861356719,-3.229871148,-10.1303097,-10.37590617,-10.5119932
457,1.99E-134,3.09E-69,2.18E-53,3.86E-57,28.36787413,0,0.000418095,-12347.53421,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906959,0.000743853,-1.031627692,0.397908234,3.000096207,-3.861366482,-3.229913493,-10.13032489,-10.37591884,-10.51212893
458,8.33E-137,2.45E-69,2.05E-53,1.56E-57,28.36787413,0,0.000414117,-12348.11475,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906959,0.000743839,-1.031627699,0.397908063,3.000095455,-3.861385594,-3.229943071,-10.13034944,-10.37593395,-10.51215819
459,2.06E-138,2.29E-69,1.96E-53,8.17E-58,28.36787413,0,0.000414117,-12348.47696,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417906923,0.000743839,-1.031627699,0.397907621,3.000095455,-3.861406126,-3.229954886,-10.13039628,-10.37598286,-10.51218383
460,6.11E-139,1.08E-69,1.96E-53,5.96E-58,28.36787413,0,0.000406319,-12348.8259,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417868755,0.00074378,-1.031627699,0.397907604,3.00009537,-3.861429392,-3.229979528,-10.13108627,-10.37599942,-10.51218898
461,3.93E-139,7.04E-70,1.94E-53,2.78E-58,28.36787413,0,0.000406319,-12349.17691,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417868755,0.000743736,-1.031627704,0.397907532,3.000095337,-3.86143869,-3.229992176,-10.13122997,-10.37604263,-10.51222778
462,3.02E-139,4.65E-70,1.93E-53,1.11E-58,28.36787413,0,0.000406319,-12349.27077,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417868754,0.000743699,-1.031627704,0.39790721,3.00009526,-3.861442332,-3.230007852,-10.13124212,-10.37608689,-10.51243331
463,2.55E-139,3.10E-70,1.86E-53,1.06E-58,28.36787413,0,0.000406319,-12349.48688,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417868752,0.00074368,-1.03162775,0.397907085,3.00009526,-3.86144428,-3.230010574,-10.13126401,-10.37616258,-10.51314717
464,2.44E-139,2.31E-70,1.80E-53,1.03E-58,28.36787413,0,0.000405532,-12349.50718,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417868752,0.000743632,-1.03162775,0.397906828,3.00009526,-3.861446236,-3.230052907,-10.1312658,-10.37624303,-10.51333726
465,1.42E-140,4.58E-71,1.80E-53,9.14E-59,28.36787413,0,0.000387446,-12349.61959,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417868735,0.000743611,-1.031627751,0.397905356,3.00009525,-3.861451335,-3.230070229,-10.1313206,-10.37659304,-10.51338656
466,1.20E-140,2.11E-71,1.78E-53,8.97E-59,28.36787413,0,0.000387446,-12349.65887,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417727436,0.000743608,-1.031627765,0.397905195,3.000093836,-3.861496316,-3.23012207,-10.13136186,-10.37663712,-10.51341423
467,6.10E-141,1.66E-71,1.78E-53,8.81E-59,28.36787413,0,0.000386318,-12349.9193,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417727409,0.000743344,-1.031627767,0.397905116,3.000091324,-3.861497779,-3.230177248,-10.13136649,-10.37676559,-10.51363109
468,4.32E-141,1.33E-71,1.77E-53,7.69E-59,28.36787413,0,0.000386318,-12350.31016,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417727409,0.000743318,-1.031627768,0.397904521,3.000091322,-3.861498821,-3.230202354,-10.13143418,-10.37692644,-10.51413898
469,4.00E-141,6.64E-72,1.74E-53,7.50E-59,28.36787413,0,0.000386318,-12350.35934,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417727409,0.000743313,-1.031627782,0.397903832,3.000090614,-3.861514536,-3.230262138,-10.13150785,-10.37728023,-10.51414359
470,2.11E-141,5.82E-72,1.74E-53,7.32E-59,28.36787413,0,0.000386318,-12350.40215,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417061189,0.000743289,-1.031627782,0.397903781,3.000090614,-3.861546187,-3.230278259,-10.13160715,-10.37728218,-10.51448687
471,1.54E-141,5.15E-72,1.73E-53,7.23E-59,28.36787413,0,0.000386318,-12350.64737,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.417061177,0.000743273,-1.031627796,0.397903773,3.00009059,-3.86155093,-3.230411872,-10.13200892,-10.378459,-10.51451528
472,1.33E-141,7.46E-73,1.71E-53,3.90E-59,28.36787413,0,0.000386318,-12350.65708,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415598135,0.000742891,-1.031627816,0.397903548,3.00009051,-3.861570683,-3.230470541,-10.13304856,-10.37847271,-10.51453151
473,9.77E-142,3.83E-73,1.68E-53,3.28E-59,28.36787413,0,0.000386318,-12350.706,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.41554804,0.000742721,-1.031627818,0.397902637,3.000089521,-3.861599242,-3.230562685,-10.13381281,-10.37865505,-10.51471999
474,8.88E-142,3.37E-73,1.65E-53,3.02E-60,28.36787413,0,0.000386318,-12350.73676,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415465423,0.000722502,-1.031627922,0.397902556,3.000089517,-3.861619235,-3.23057529,-10.13467144,-10.37914823,-10.51486267
475,4.80E-142,3.16E-75,1.48E-53,2.57E-60,28.36787413,0,0.000386318,-12350.80755,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415371746,0.000682252,-1.031627928,0.397902444,3.000089449,-3.861624296,-3.23059666,-10.13471467,-10.37919854,-10.51490324
476,4.07E-142,1.95E-75,1.43E-53,2.25E-60,28.36787413,0,0.000386318,-12350.85289,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415371744,0.0006757,-1.03162794,0.39790228,3.000089371,-3.861627815,-3.230601724,-10.13473125,-10.37920763,-10.51495409
477,2.79E-142,1.41E-75,1.39E-53,1.63E-60,28.36787413,0,0.000386318,-12351.05567,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363367,0.000670368,-1.03162798,0.397902153,3.000089345,-3.861634993,-3.230621695,-10.13475505,-10.37997829,-10.51502395
478,2.51E-142,1.34E-75,1.37E-53,1.20E-60,28.36787413,0,0.000386318,-12351.20272,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363367,0.000668922,-1.031628009,0.397901939,3.000088875,-3.861635212,-3.230632023,-10.1348593,-10.38043401,-10.51504401
479,2.31E-142,1.10E-75,1.36E-53,1.01E-60,28.36787413,0,0.000376585,-12351.34848,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363052,0.000668919,-1.031628027,0.397901686,3.00008883,-3.861679175,-3.230637923,-10.13486545,-10.38065129,-10.51504469
480,2.19E-142,1.28E-76,1.35E-53,5.09E-61,28.36787413,0,0.000371466,-12351.4046,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363052,0.000668891,-1.03162803,0.397901633,3.000088575,-3.861684322,-3.230667463,-10.13487304,-10.38080665,-10.51524205
481,4.45E-143,1.03E-76,1.34E-53,4.83E-61,28.36787413,0,0.000370795,-12351.45262,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363043,0.000668869,-1.031628031,0.397901463,3.000088361,-3.861695137,-3.230731507,-10.13492785,-10.38085845,-10.51538947
482,1.05E-145,9.68E-77,1.33E-53,4.04E-61,28.36787413,0,0.000367678,-12351.54872,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363043,0.000668864,-1.031628031,0.397900565,3.000088349,-3.861707541,-3.230785092,-10.13494896,-10.38098002,-10.51551666
483,2.45E-146,3.65E-77,1.33E-53,1.39E-61,28.36787413,0,0.000367678,-12351.63006,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363043,0.00066886,-1.031628043,0.397900307,3.000088341,-3.861709713,-3.230838064,-10.1349592,-10.38169653,-10.51554724
484,5.60E-147,3.22E-77,1.28E-53,1.18E-61,28.36787413,0,0.000367678,-12351.77712,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415363006,0.000668843,-1.031628058,0.397900079,3.000088317,-3.861723866,-3.230852902,-10.13503024,-10.38170584,-10.51586811
485,2.93E-147,2.71E-77,1.27E-53,8.16E-62,28.36787413,0,0.000367678,-12351.88124,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415362348,0.000668798,-1.031628065,0.397899259,3.000085241,-3.861739265,-3.230883516,-10.1352043,-10.38172921,-10.51623257
486,2.21E-147,2.38E-77,1.87E-54,4.88E-63,28.36787413,0,0.000367678,-12352.22809,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415362154,0.000668792,-1.031628085,0.397897627,3.000085201,-3.861743709,-3.230909286,-10.13528953,-10.38231752,-10.51627894
487,1.60E-147,1.28E-77,1.74E-54,2.33E-63,28.36787413,0,0.000359965,-12352.36825,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415362148,0.000668787,-1.031628103,0.397896794,3.0000845,-3.861762627,-3.230925883,-10.13541163,-10.38294668,-10.51636504
488,4.11E-148,1.25E-77,1.72E-54,1.23E-63,28.36787413,0,0.000359965,-12352.41316,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415360299,0.000668781,-1.031628104,0.397895907,3.000084453,-3.861776234,-3.23093611,-10.13553158,-10.38301422,-10.51637371
489,3.39E-148,1.38E-78,1.68E-54,1.17E-63,28.36787413,0,0.000359965,-12352.50097,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415360299,0.000668769,-1.031628114,0.397895682,3.000084417,-3.861783569,-3.230953309,-10.13558639,-10.38303022,-10.5165063
490,3.13E-148,7.63E-79,1.60E-54,2.09E-64,28.36787413,0,0.000359965,-12352.5661,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415359122,0.000668731,-1.031628118,0.397895646,3.000084262,-3.861794378,-3.230996538,-10.13564886,-10.38309033,-10.51667706
491,2.37E-148,7.35E-79,1.58E-54,3.59E-65,28.36787413,0,0.000359965,-12352.68453,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415359114,0.000668707,-1.031628126,0.397895327,3.000084248,-3.86180496,-3.23104874,-10.13575462,-10.38315186,-10.51708366
492,2.27E-148,6.56E-79,1.57E-54,1.91E-65,28.36787413,0,0.000359965,-12352.74278,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415351256,0.000668662,-1.031628128,0.397894657,3.000084125,-3.86181155,-3.231145319,-10.13584948,-10.38320323,-10.51724717
493,2.20E-148,1.94E-79,1.56E-54,1.83E-65,28.36787413,0,0.000359965,-12352.76562,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415350455,0.000668644,-1.03162814,0.3978945,3.000083897,-3.861814129,-3.231199571,-10.13630503,-10.38326502,-10.51746636
494,1.80E-148,1.30E-79,1.54E-54,1.77E-65,28.36787413,0,0.000359965,-12352.8458,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415311359,0.000668631,-1.031628141,0.397894273,3.000083725,-3.861830573,-3.231251587,-10.13644917,-10.38331578,-10.51812782
495,7.14E-150,9.28E-80,1.88E-55,1.57E-65,28.36787413,0,0.000359965,-12352.87343,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415310257,0.000668623,-1.031628252,0.39789391,3.000083662,-3.861871408,-3.231361111,-10.13657992,-10.38358959,-10.51822086
496,2.61E-151,8.52E-80,1.32E-55,3.95E-66,28.36787413,0,0.000359965,-12353.15785,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415310237,0.000668575,-1.031628263,0.397893526,3.000083335,-3.861884886,-3.231405462,-10.13670194,-10.38411249,-10.51830391
497,2.34E-151,3.08E-80,1.18E-55,1.54E-66,28.36787413,0,0.000341862,-12353.2118,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415309639,0.000668551,-1.031628279,0.397892494,3.000083302,-3.861903242,-3.231441305,-10.13673302,-10.38435102,-10.5184779
498,5.98E-152,2.75E-80,1.12E-55,1.50E-66,28.36787413,0,0.000337213,-12353.30516,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415306723,0.000668479,-1.031628292,0.397891998,3.000083287,-3.861915248,-3.231482145,-10.13677003,-10.38447892,-10.51862104
499,3.83E-155,1.97E-80,1.11E-55,9.44E-67,28.36787413,0,0.000335739,-12353.34764,0.00E+00,4.44E-16,0,2.47E-02,4.35E-01,1.415301462,0.000668427,-1.031628311,0.397891464,3.000083249,-3.861928449,-3.23154593,-10.13695904,-10.38467189,-10.51903386
